complex_id	complex_name	synonyms	organism	cell_line	pmid	comment_complex	comment_members	comment_disease	comment_drug	comment_drug_formal	subunits_uniprot_id	subunits_gene_name	subunits_gene_name_synonyms	subunits_protein_name	subunits_proteinname_synonyms	subunits_organism	subunits_drugs	subunits_mims	subunits_stoechiometrie	purification_methods	functions_evi	functions_pmid	functions_go_id	functions_go_name	functions_go_ontology	fcgs_description	fcgs_id	fcgs_name	fcgs_category_id	fcgs_category_name	fcgs_go_id	fcgs_go_name	fcgs_go_ontology
9968	ACVR1B-ACVR2B-GDF11 complex	ALK4-ACVR2B-GDF11 complex	Human	human GDF11 and COS cells expressing mouse type I receptors;  HepG2 cells were used for gene reporte	16845371	GDF11 interacts with ALK4 (ACVR1B) and ALK5 (TGFBR1) and with lower frequency also with ALK7 (ACVR1C) in the presence of ACVR2B receptors (PMID: 16845371).			The activin receptor competitor luspatercept (ACE-536) binds preferentially to GDF11 and GDF8 (myostatin) before they can interact with the activin receptor and thus luspatercept inhibits the signal transduction cascade and promotes erythropoiesis (PMID: 24658078).	[GDF11; ACVR1B-ACVR2B-GDF11 complex; 9968; luspatercept; inhibits; complex activity; 24658078]	P36896;Q13705;O95390	ACVR1B;ACVR2B;GDF11	ACVRLK4,ALK4;;BMP11	Activin receptor type-1B;Activin receptor type-2B;Growth/differentiation factor 11	SKR2;ACTR-IIB;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	luspatercept	613751;619122	;;	MI:0030:cross-linking study;MI:0090:protein complementation assay;MI:0096:pull down	lit;exp;lit;exp;exp;lit	16845371;16845371;16845371;16845371;16845371;16845371	GO:0007179;GO:0009948;GO:0019221;GO:0032924;GO:0045995;GO:0060390	transforming growth factor beta receptor signaling pathway;anterior/posterior axis specification;cytokine-mediated signaling pathway;activin receptor signaling pathway;regulation of embryonic development;regulation of SMAD protein signal transduction	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process								
9969	GHR-LYN complex		Human	HEK293T cells	37163374	GHR exhibits distinct mobility states within the cell membrane and activation of LYN by GH mediates GHR immobilization, thereby initiating its nanoclustering in the membrane. LYN mediates cytokine receptor degradation, thereby controlling receptor turnover and activity. JAK2 and LYN compete for GHR binding and have opposing effects on receptor stability and nanoscale organization at the plasma membrane (PMID: 37163374).	The growth hormone receptor GHR is post-translationally cleaved to produce soluble growth hormone-binding protein GHBP. The protein in this complex is GHR.				P10912;P07948	GHR;LYN	;JTK8	Growth hormone receptor;Tyrosine-protein kinase Lyn	;	Homo sapiens (Human);Homo sapiens (Human)	somatropin;pegvisomant;somatrem;somapacitan;lonapegsomatropin;somatrogon;bosutinib	262500;604271;620376	;	MI:0019:coimmunoprecipitation	exp;lit;lit	37163374;37163374;37163374	GO:0010498;GO:0019221;GO:0060396	proteasomal protein catabolic process;cytokine-mediated signaling pathway;growth hormone receptor signaling pathway	biological_process;biological_process;biological_process								
9970	ACVR2B-GDF11-TGFBR1 complex	ALK5-ACVR2B-GDF11 complex	Human	human GDF11 and COS cells expressing mouse type I receptors; HepG2 cells were used for gene reporter	16845371	GDF11 interacts with ALK4 (ACVR1B) and ALK5 (TGFBR1) and with lower frequency also with ALK7 (ACVR1C) in the presence of ACVR2B receptors (PMID: 16845371).			The activin receptor competitor luspatercept (ACE-536) binds preferentially to GDF11 and GDF8 (myostatin) before they can interact with the activin receptor and thus luspatercept inhibits the signal transduction cascade and promotes erythropoiesis (PMID: 24658078).	[GDF11; ACVR2B-GDF11-TGFBR1 complex; 9970; luspatercept; inhibits; complex activity; 24658078]	Q13705;O95390;P36897	ACVR2B;GDF11;TGFBR1	;BMP11;ALK5,SKR4	Activin receptor type-2B;Growth/differentiation factor 11;TGF-beta receptor type-1	ACTR-IIB;;TGF-beta receptor type I	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	luspatercept	613751;619122;132800;609192	;;	MI:0030:cross-linking study;MI:0090:protein complementation assay;MI:0096:pull down	lit;exp;lit;exp;exp;lit	16845371;16845371;16845371;16845371;16845371;16845371	GO:0007179;GO:0009948;GO:0019221;GO:0032924;GO:0045995;GO:0060390	transforming growth factor beta receptor signaling pathway;anterior/posterior axis specification;cytokine-mediated signaling pathway;activin receptor signaling pathway;regulation of embryonic development;regulation of SMAD protein signal transduction	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process								
9971	ACVR1C-ACVR2B-GDF11 complex	ALK7-ACVR2B-GDF11 complex	Human	human GDF11 and COS cells expressing mouse type I receptors; HepG2 cells were used for gene reporter	16845371	GDF11 interacts with ALK4 (ACVR1B) and ALK5 (TGFBR1) and with lower frequency also with ALK7 (ACVR1C) in the presence of ACVR2B receptors (PMID: 16845371).			The activin receptor competitor luspatercept (ACE-536) binds preferentially to GDF11 and GDF8 (myostatin) before they can interact with the activin receptor and thus luspatercept inhibits the signal transduction cascade and promotes erythropoiesis (PMID: 24658078).	[GDF11; ACVR1C-ACVR2B-GDF11 complex; 9971; luspatercept; inhibits; complex activity; 24658078]	Q8NER5;Q13705;O95390	ACVR1C;ACVR2B;GDF11	ALK7;;BMP11	Activin receptor type-1C;Activin receptor type-2B;Growth/differentiation factor 11	;ACTR-IIB;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	luspatercept	613751;619122	;;	MI:0030:cross-linking study;MI:0090:protein complementation assay;MI:0096:pull down	lit;exp;lit;exp;exp;lit	16845371;16845371;16845371;16845371;16845371;16845371	GO:0007179;GO:0009948;GO:0019221;GO:0032924;GO:0045995;GO:0060390	transforming growth factor beta receptor signaling pathway;anterior/posterior axis specification;cytokine-mediated signaling pathway;activin receptor signaling pathway;regulation of embryonic development;regulation of SMAD protein signal transduction	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process								
9974	NRG1-TACSTD2 complex	NRG1-TORP2 complex	Human	SSC1 cells	25238142	NRG1 interacts with TACSTD2(TORP2), and when TACSTD2 is lost, an increase in surface expression of NRG1, NRG1 cleavage, and ErbB3 activation occurs.		Expression of TACSTD2(TORP2) is significantly reduced or lost in mesenchymal HNSCC (head and neck squamous cell cancer) tumors. However, ectopic TACSTD2 expression was shown to promote tumor growth in other cell types such as pancreatic cancer cells.			Q02297;P09758	NRG1;TACSTD2	GGF,HGL,HRGA,NDF,SMDF;GA733-1,M1S1,TROP2	Pro-neuregulin-1, membrane-bound isoform;Tumor-associated calcium signal transducer 2	Pro-NRG1;	Homo sapiens (Human);Homo sapiens (Human)	sacituzumab govitecan	204870	;	MI:0019:coimmunoprecipitation	exp;exp;exp	25238142;25238142;25238142	GO:0001558;GO:0005886;GO:1905578	regulation of cell growth;plasma membrane;regulation of ERBB3 signaling pathway	biological_process;cellular_component;biological_process								
9975	ITGA5-ITGB1-TACSTD2 complex	Integrin-beta1-TORP2 complex	Human	LNCaP cells	23536555	TACSTD2 and the beta1-integrin associate through their extracellular domains, causing relocalization of beta1-integrin and the beta1-associated molecule talin from focal adhesions to the leading edges.		TACSTD2 (TROP2) promotes metastatic dissemination of prostate cancer cells and is abundantly expressed in metastasis from human prostate cancer.			P08648;P05556;P09758	ITGA5;ITGB1;TACSTD2	FNRA;FNRB,MDF2,MSK12;GA733-1,M1S1,TROP2	Integrin alpha-5;Integrin beta-1;Tumor-associated calcium signal transducer 2	Fibronectin receptor subunit alpha; Integrin alpha-F; VLA-5; CD49 antigen-like family member E; ;Fibronectin receptor subunit beta; Integrin VLA-4 subunit beta; ;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	natalizumab;carotegrast methyl;sacituzumab govitecan	204870	;;	MI:0019:coimmunoprecipitation;MI:0416:fluorescence microscopy	exp;exp	23536555;23536555	GO:0005886;GO:0022407	plasma membrane;regulation of cell-cell adhesion	cellular_component;biological_process								
9976	ITGA5-ITGB1-TACSTD2-TLN1 complex	Integrin-beta1-TORP2-TLN1 complex	Human	LNCaP cells	23536555	TACSTD2 and the beta1-integrin associate through their extracellular domains, causing relocalization of beta1-integrin and the beta1-associated molecule talin (TLN1) from focal adhesions to the leading edges.	Since the authors did not specify talin, we used TLN1.	TACSTD2 (TROP2) promotes metastatic dissemination of prostate cancer cells and is abundantly expressed in metastasis from human prostate cancer.			P08648;P05556;P09758;Q9Y490	ITGA5;ITGB1;TACSTD2;TLN1	FNRA;FNRB,MDF2,MSK12;GA733-1,M1S1,TROP2;KIAA1027,TLN	Integrin alpha-5;Integrin beta-1;Tumor-associated calcium signal transducer 2;Talin-1	Fibronectin receptor subunit alpha; Integrin alpha-F; VLA-5; CD49 antigen-like family member E; ;Fibronectin receptor subunit beta; Integrin VLA-4 subunit beta; ;;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	natalizumab;carotegrast methyl;sacituzumab govitecan	204870	;;;	MI:0019:coimmunoprecipitation;MI:0416:fluorescence microscopy	exp;exp	23536555;23536555	GO:0005886;GO:0022407	plasma membrane;regulation of cell-cell adhesion	cellular_component;biological_process								
9977	GHR-PRLR complex		Human	human T47D breast cancer cells	21310852	Human T47D breast cancer cells express ample GHR and PRLR and respond well to both hGH and hPRL, as evidenced by activation of the Janus kinase 2/signal transducer and activator of transcription 5 pathway. Immunoprecipitation studies revealed specific GHR-PRLR association in these cells that was acutely enhanced by GH treatment. Although GH caused formation of disulfide-linked and chemically cross-linked GHR dimers in T47D cells, GH preferentially induced tyrosine phosphorylation of PRLR rather than GHR. Endogenous GHR and PRLR associate (possibly as a GHR-PRLR heterodimer) in human breast cancer cells and GH signaling in these cells is largely mediated by the PRLR in the context of both PRLR-PRLR homodimers and GHR-PRLR heterodimers (PMID: 21310852).	The growth hormone receptor GHR is post-translationally cleaved to produce soluble growth hormone-binding protein GHBP. The protein in this complex is GHR.				P10912;P16471	GHR;PRLR	;	Growth hormone receptor;Prolactin receptor	;PRL-R	Homo sapiens (Human);Homo sapiens (Human)	somatropin;pegvisomant;somatrem;somapacitan;lonapegsomatropin;somatrogon	262500;604271;615554;615555	;	MI:0019:coimmunoprecipitation	exp;lit;lit;lit	21310852;21310852;21310852;21310852	GO:0007259;GO:0019221;GO:0038161;GO:0060396	cell surface receptor signaling pathway via JAK-STAT;cytokine-mediated signaling pathway;prolactin signaling pathway;growth hormone receptor signaling pathway	biological_process;biological_process;biological_process;biological_process								
9978	PDE7A-PRKCA complex		Human	HCT116 cells	33961781	PDE7A is expressed in human B-lymphocytes and is up-regulated by elevation of intracellular cAMP (PMID: 11812656). It was found to interact with protein kinase C alpha (PRKCA), a member of the protein kinase C family of serine-threonine-specific protein kinases, that is involved in regulation of cell proliferation, apoptosis, differentiation, migration, cardiac hypertrophy, and inflammation (PMID: 33961781, 28120175).			Dipyridamole has a non-selective inhibitory effect on PDE7 activity (PMID: 36268188).		Q13946;P17252	PDE7A;PRKCA	;PKCA,PRKACA	High affinity 3',5'-cyclic-AMP phosphodiesterase 7A;Protein kinase C alpha type	;PKC-alpha	Homo sapiens (Human);Homo sapiens (Human)	dipyridamole;flavoxate		;	MI:0047:far western blotting;MI:0069:mass spectrometry studies of complexes;MI:0518:flag tag	lit;exp	33961781;33961781	GO:0004115;GO:0005080	3',5'-cyclic-AMP phosphodiesterase activity;protein kinase C binding	molecular_function;molecular_function								
9979	GHR-SOCS2 complex		Human	HEK293T cells	21980433	The suppressor of cytokine signalling 2 (SOCS) is a key regulator of GHR sensitivity. SOCS2 regulates cellular GHR levels through direct ubiquitination and in a proteasomally dependent manner (PMID: 21980433).	The growth hormone receptor GHR is post-translationally cleaved to produce soluble growth hormone-binding protein GHBP. The protein in this complex is GHR.				P10912;O14508	GHR;SOCS2	;CIS2,SSI2,STATI2	Growth hormone receptor;Suppressor of cytokine signaling 2	;	Homo sapiens (Human);Homo sapiens (Human)	somatropin;pegvisomant;somatrem;somapacitan;lonapegsomatropin;somatrogon	262500;604271	;	MI:0019:coimmunoprecipitation	exp;lit;lit	21980433;21980433;21980433	GO:0016567;GO:0019221;GO:0060396	protein ubiquitination;cytokine-mediated signaling pathway;growth hormone receptor signaling pathway	biological_process;biological_process;biological_process								
9980	SOCS2 ubiquitin ligase complex	CUL5-ELOB-ELOC-RNF7-SOCS2 complex	Human	HEK293T cells	21980433	SOCS2 is part of a multimeric complex with intrinsic ubiquitin ligase activity (PMID: 21980433).					Q93034;Q15370;Q15369;Q9UBF6;O14508	CUL5;ELOB;ELOC;RNF7;SOCS2	VACM1;TCEB2;TCEB1;RBX2,ROC2,SAG;CIS2,SSI2,STATI2	Cullin-5;Elongin-B;Elongin-C;RING-box protein 2;Suppressor of cytokine signaling 2	CUL-5;EloB;EloC;Rbx2;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)			;;;;	MI:0019:coimmunoprecipitation	lit;exp;lit	21980433;21980433;21980433	GO:0010498;GO:0016567;GO:0140852	proteasomal protein catabolic process;protein ubiquitination;histone ubiquitin ligase activity	biological_process;biological_process;molecular_function								
9981	PDE7A-THBS3 complex		Human	HEK293 cells	33961781	PDE7A is expressed in human B-lymphocytes and is up-regulated by elevation of intracellular cAMP (PMID: 11812656). It was found to interact with a third member of the thrombospondin gene family, THBS3. In both the mouse and humans, the Thbs3/THBS3 gene is located immediately upstream from the Muc1/MUC1 (episialin) gene (PMID: 1601886).		Elevated THBS3 predicts poor overall survival for clear cell renal cell carcinoma (PMID: 36045611).	Dipyridamole has a non-selective inhibitory effect on PDE7 activity (PMID: 36268188).		Q13946;P49746	PDE7A;THBS3	;TSP3	High affinity 3',5'-cyclic-AMP phosphodiesterase 7A;Thrombospondin-3	;	Homo sapiens (Human);Homo sapiens (Human)	dipyridamole;flavoxate		;	MI:0047:far western blotting;MI:0069:mass spectrometry studies of complexes;MI:0518:flag tag	lit;exp	33961781;33961781	GO:0004115;GO:0046982	3',5'-cyclic-AMP phosphodiesterase activity;protein heterodimerization activity	molecular_function;molecular_function								
9982	PDE7A-TMOD1 complex		Human	HCT116 cells	33961781	Comment PDE7A is expressed in human B-lymphocytes and is up-regulated by elevation of intracellular cAMP (PMID: 11812656). It was found to interact with Tropomodulin-1 (TMOD1) (PMID: 33961781). TMOD1 is a key regulator of actin dynamics, which caps the pointed end of actin filaments. It has been reported to be involved in several cellular processes, including neurite outgrowth, spine formation and cell migration. Increasing evidence demonstrates that TMOD1 is implicated in several aspects of cancer development (PMID: 32218869).		Recessive TMOD1 mutation causes childhood cardiomyopathy (PMID: 38168645).	Dipyridamole has a non-selective inhibitory effect on PDE7 activity (PMID: 36268188).		Q13946;P28289	PDE7A;TMOD1	;D9S57E,TMOD	High affinity 3',5'-cyclic-AMP phosphodiesterase 7A;Tropomodulin-1	;	Homo sapiens (Human);Homo sapiens (Human)	dipyridamole;flavoxate		;	MI:0047:far western blotting;MI:0069:mass spectrometry studies of complexes;MI:0518:flag tag	lit;lit	33961781;32218869	GO:0004115;GO:0030478	3',5'-cyclic-AMP phosphodiesterase activity;actin cap	molecular_function;cellular_component								
9983	CBFA2T3-PDE4A-PRKAR2A complex	MTG16B-PDE4A-PKA complex	Human	Jurkat cells, HuT 78 cells	15470020	The cAMP protein kinase A (PKA) pathway in T cells conveys an inhibitory signal to suppress inflammation. A-kinase anchoring proteins (AKAPs) bind and target PKA to various subcellular locations. AKAPs also bind other signaling molecules such as cyclic nucleotide phosphodiesterases (PDEs) that hydrolyze cAMP in the cell. PDEs are involved in all aspects of cellular regulation, e.g. PDE4 and PDE7 have important roles in T cell activation. Selective PDE inhibitors have been used clinically to combat cancer, depression, inflammatory conditions, asthma, and sexual dysfunction. Inhibitors of PDE4 have been proposed as novel anti-inflammatory agents for T cell-mediated diseases (PMID: 15470020).			Rolipram, a PDE4 inhibitor, has been documented to suppress TNF-alpha and IFN-gamma production in animal models of rheumatoid arthritis and has been suggested to have chondroprotective effects. Clinical trials with piclamilast, also a PDE4 inhibitor, induced significant symptom relief in patients with rheumatoid arthritis along with decreased levels of IL-6 and C-reactive protein (PMID: 15470020).		O75081-2;P27815;P13861	CBFA2T3;PDE4A;PRKAR2A	MTG16,MTGR2,ZMYND4;DPDE2;PKR2,PRKAR2	Protein CBFA2T3;3',5'-cyclic-AMP phosphodiesterase 4A;cAMP-dependent protein kinase type II-alpha regulatory subunit	;DPDE2; PDE46; ;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	amlexanox;dipyridamole;flavoxate;theophylline;roflumilast;choline theophyllinate;bufylline;crisaborole		;;	MI:0059:gst pull down;MI:0113:western blot	lit;lit;lit;lit;lit;lit;exp	15470020;15470020;15470020;15470020;15470020;15470020;15470020	GO:0004115;GO:0004691;GO:0006605;GO:0010737;GO:0050727;GO:0050794;GO:0051018	3',5'-cyclic-AMP phosphodiesterase activity;cAMP-dependent protein kinase activity;protein targeting;protein kinase A signaling;regulation of inflammatory response;regulation of cellular process;protein kinase A binding	molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;molecular_function								
